movie_id,name,genres,overview
2279,Urban Legend (1998),Horror|Thriller,Urban Legend tells the story of a group of pretty college students at a remote New England university. The focus of the story is Natalie  a beautiful  academically gifted student at the fictional Pendleton University. Natalie and her friends are all involved in the Folklore class being taught by Professor Wexler. Wexler regales his class with urban legends  which include Pendleton's own urban legend about a Psych professor who murdered six students at Stanley Hall 25 years ago. Natalie is the first one to suspect there's a killer on campus  especially after she has ties to all of the victims. No one  including her friends  Wexler  Dean Adams and security guard  of course  believes her until it's too late. Now she finds that she and her friends are part of the killer's ultimate urban legend. 
2280,Clay Pigeons (1998),Crime,Clay is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty  Clay now resists the widow when she presses him to continue with their sexual affairs. Clay befriends a troubling serial killer. 
2281,Monument Ave. (1998),Crime,Bobby O'Grady is a low range member of Boston Irish gang run by Jackie O'Hara. Jackie demands absolute  total loyalty from him. When Jackie kills one of Bobby's buddies  Teddy  Bobby and others have to keep it an absolute secret  even from their and Teddy's relatives. 
2282,Pecker (1998),Comedy|Drama,A Baltimore sandwich shop employee becomes an overnight sensation when a photographer's photos he's taken of his weird family become the latest rage in the art world. 
2283,"Sheltering Sky, The (1990)",Drama,The American artist couple Port and Kit Moresby travels aimless through Africa  searching for new experiences that could give new sense to their relationship. But the flight to distant regions leads both only deeper into despair. 
2284,Bandit Queen (1994),Drama,The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a legend (like a modern Robin Hood) by the Indian press. Although the press tended to make her the optimal hero with blue eyes  dark hair  being tall and beautiful she was in reality an average Indian which makes it hard for the movie to fulfill the expectations of the audience and tell the truth at the same time. Later in her life She entered into the politics and was assassinated in 2001. 
2285,If.... (1968),Drama,"In an indictment of the British public school system  we follow Mick and his mostly younger friends through a series of indignities and occasionally abuse as any fond feelings toward these schools are destroyed. When Mick and his friends rebel  violently  the catch phrase  ""which side would you be on"" becomes quite stark. "
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir  starting with the Star of Leningrad diamond  nabbed from a Soviet exhibition in Washington. The FBI sends agents Capone and Williams to England to confer with Nayland Smith  an expert on Fu. Nayland suspects Fu will kidnap the king and queen and demand the George V diamond as ransom. Scotland Yard recruits Alice Rage to stand in for the queen. Fu nabs the ""fake"" queen; Rage becomes enamored of Fu and aids him in his quest for the George V diamond. "
2287,Them! (1954),Sci-Fi|Thriller|War,In the New Mexico desert  Police Sgt. Ben Peterson and his partner find a child wandering in the desert and sooner they discover that giant ants are attacking the locals. FBI agent Robert Graham teams up with Ben and with the support of Dr. Harold Medford and his daughter Dr. Patricia 'Pat' Medford  they destroy the colony of ants in the middle of the desert. Dr. Harold Medford explains that the atomic testing in 1945 developed the dangerous mutant ants. But they also discover that two queen ants have flown away to Los Angeles and they are starting a huge colony in the underground of the city. When a mother reports that her two children are missing  the team and the army have a lead to follow. Will they arrive in time to save the children and destroy the colony  
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,A US research station  Antarctica  early winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base  only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms  including humans  and can spread like a virus. This means that anyone at the base could be inhabited by The Thing  and tensions escalate. 
2289,"Player, The (1992)",Comedy|Drama,Events in the life of a Hollywood studio executive  unfold with the same unrealistic positive coincidences ultimately culminating to a 'happy ending'   much like the movie scripts he works day in and out with  after he accidentally murders someone. 
2290,Stardust Memories (1980),Comedy|Drama,Renowned filmmaker Sandy Bates is in a professional transition  directing largely comedies early in his career now wanting to direct more serious movies so that he can explore the meaning of life  most specifically his own. Most are fighting him all along the way  including the movie going public  who continually tell him that they love his movies especially the earlier funny ones  to studio executives who are trying to insert comic elements wherever possible into his current movie in production. He reluctantly agrees to attend a weekend long film festival of his movies. Despite the throng of requests for his time  he is further able to reflect on his life as he addresses the questions at the post screening Q&A sessions. He also reflects specifically on his love life as his current girlfriend  married Isobel  shows up unexpectedly  and as he starts to fall for festival attendee Daisy   at the festival with her Columbia professor boyfriend  Jack Abel   who reminds him of Dorrie  a neurotic former girlfriend who he probably considers the one that unfortunately got away. 
